catid,ucatid,pcatid,low_pic,category_name.en_US,category_description.en_US,category_name.de_DE,category_description.de_DE,category_name.fr_FR,category_description.fr_FR,parentKey
1569,26121690,830,http://images.icecat.biz/img/low_pic/1569-3665.jpg,InfiniBand cables,"InfiniBand is a switched fabric communications link primarily used in high-performance computing. Its features include quality of service and failover, and it is designed to be scalable. Its architecture specification defines a connection between processor nodes and high performance I/O nodes such as storage devices.",InfiniBand-Kabel,"InfiniBand ist ein Switched Fabric KommunikationLink, der in erster Linie führ High-Performance Computing verwendet wurd. Seine Merkmale umfassen Servicequalität und Ausfallsicherungr, und es ist so konzipiert, dass skalierbar ist. Seine Architektur-Spezifikation definiert eine Verbindung zwischen Prozessor-Verbindungen und Hochleistungs I / O-Verbindungen wie z.B. bei Speichergeräten.",câbles d'InfiniBand,,26121600
1570,43211597,2834,,game console accessories,Devices used with game consoles such as controllers and joysticks.,Spielkonsolenzubehör,,boitiers et accessoires de jeux d'ordinateurs,,43171900
1571,25174099,921,,hardware cooling accessories,"Accessories for hardware cooling devices, such as fans, which are used to reduce the heat produced by electronic components.",Hardwarekühlungszubehör,,accessoires de matériel de refroidissement,,25174001
1572,30141699,830,,cable insulation,"Protective casing for cables, usually made of plastic or rubber.",Kabelisolierung,,isolants de câble,,26121600
1573,43171587,150,http://images.icecat.biz/img/low_pic/1573-5596.jpg,e-book readers,Electronic device used to display e-books.,E-Book-Reader,"E-Book-Reader ist ein Gerät das verwendet wird, um E-Bücher anzuzeigen.",Liseuses,,43171800
1574,26121689,830,,Serial Attached SCSI (SAS) cables ,Cables which move data to and from computer storage devices such as hard drives using an SAS protocol.,Serial Attached SCSI (SAS)-Kabel,,câbles Serial Attached SCSI (SAS),,26121600
1575,53100000,1,http://images.icecat.biz/img/low_pic/1575-582.jpg,fashion & style,"Clothes such as jeans and sweaters, and accessories such as hats and belts.",Fashion & Style,,vêtements,,
1576,53101503,1575,,girls trousers & shorts ,Trousers (pants) and shorts worn by girls.,Damen Hosen & Shorts,,pantalons et shorts pour femmes,,53100000
1577,53109900,1575,,men's clothing,Clothes worn by men.,Herrenbekleidung,,vêtements pour hommes,,53100000
1578,53109800,1575,http://images.icecat.biz/img/low_pic/1578-7625.jpg,women's clothing,Clothes worn by women.,Damenbekleidung,,vêtements pour femmes,,53100000
1579,53102303,1577,,men's underwear,"Briefs, boxers, vests and socks for men.",Herrenunterwäsche,,sous-vêtements pour hommes,,53109900
1580,52161598,1058,http://images.icecat.biz/img/low_pic/1580-6427.jpg,audio turntables,Devices used to play records (vinyls) of music or speech recordings.,Plattenspieler,,platines,,52160000
1581,43221797,242,,VoIP telephone adapters,"A VoIP phone uses Voice over IP (Voice over Internet Protocol) technologies for placing and transmitting telephone calls over an IP network, such as the Internet, instead of the traditional public switched telephone network (PSTN). An adapter connects VoIP telephones to other devices.",VoIP-Telefonanschlüsse,,adaptateurs de téléphone VoIP,,43221700
1582,26121697,830,,neon cables,Cable which carries and emits bright neon light. Mostly used for decorative and advertising purposes.,Neonschläuche,,câbles néon,,26121600
1583,81161502,107,,mobile data subscriptions,"Contract signed with a mobile data provider for a certain amount of data for a mobile device (smartphone, tablet) in a given period of time (usually monthly) for a fixed charge.",Abonnements zu den mobilen Daten,,appareils de sauvegarde de données de téléphones portables,,43222800
1584,52161596,220,http://images.icecat.biz/img/low_pic/1584-6105.jpg,LED TVs,"A LED-TV is a flat panel display that uses LED backlighting instead of the cold cathode fluorescent (CCFL) backlighting used in most other LCDs. Three forms of LED may be used:\r\n\r\n- White edge-LEDs around the rim of the screen, using a special diffusion panel to spread the light evenly behind the screen (the most usual form)\r\n\r\n- An array of LEDs arranged behind the screen whose brightness are not controlled individually.\r\n\r\n- A dynamic “local dimming” array of LEDs to achieve a modulated backlight light pattern",LED-Fernseher,,écrans LED,,43172400
1585,81161799,1583,,mobile data subscription options,"Options available for mobile data subscriptions e.g. how many megabytes (MB) or gigabytes (GB) per month, what type of mobile device (smartphone, tablet) you can have with the subscription.",Abonnementoptionen zu den mobilen Daten,,options d'appareils de sauvegarde de données de téléphones portables,,81161502
1586,30191502,3888,,scaffolding,"Temporary structure on the outside of a building, made of wooden planks and metal poles, used by workmen while building, repairing, or cleaning the building.",Baugerüst,,échafaudages,,30190000
1587,43172390,1058,,Blu-Ray players,Devices which play Blu-Ray Discs. Used in home entertainment and home cinema systems to play films.,Blu-Ray-Player,,lecteurs Blu-Ray,,52160000
1589,43201822,287,,blank Blu-Ray discs,These are blank Blu-Ray Discs (BDs) onto which you can store data e.g. films.,Leere Blu-Ray Discs,,disques vierges Blu-Ray,,43180000
1590,53131690,1280,http://images.icecat.biz/img/low_pic/1590-2647.jpg,hair care & make-up accessories,Accessories used for hair care and makeup such as brushes.,Haarpflege & Make-up Zubehör,,accessoires de maquillage et soin des cheveux,,53130000
1591,81141604,839,,transport facilitation services,Services for the transport of goods and services.,Transporterleichterungsservice,,services de facilitation de transport,,81110000
1592,81112201,839,,maintenance & support fees,"Fees (money) paid to service providers for maintenance and support of hardware, software etc.",Instandhaltungs- & Supportgebühren,,frais d'aide et maintenance,,81110000
1593,27111799,1884,http://images.icecat.biz/img/low_pic/1593-8817.jpg,power screwdrivers,Power tool used for turning screws.,Elektrische Schraubendreher,,tournevis électriques,,27112700
1594,43201825,225,,disc publishers,"Device which produces high volumes of data discs e.g. DVDs, CDs.",Diskherausgeber,,éditeurs de disques,,43172500
1595,27112749,1884,http://images.icecat.biz/img/low_pic/1595-8330.jpg,angle grinders,"Also known as a side grinder or disc grinder, this is a handheld power tool used for cutting, grinding and polishing.",Winkelschleifer,,meuleuses d'angle,,27112700
1596,23101526,1884,http://images.icecat.biz/img/low_pic/1596-2208.jpg,power sanders,Power tools used to smooth surfaces by abrasion with sandpaper.,Bandschleifmaschinen,,ponceuses,,27112700
1597,27111505,1355,,punches/nail sets,"A punch is a hard metal rod with a shaped tip at one end and a blunt butt end at the other, which is usually struck by a hammer.A nail set is a nail punch which is used to drive the head of a nail level to or into a surface.",Stifte/Nagel-Sets,,sets de clous et poinçons,,27111500
1598,27111510,1355,,stripping tools,Tool used to remove the protective casing from electrical wire so connections can be made.,Abisolierwerkzeuge,,outils de décapage,,27111500
1599,27112815,1357,,nut driver bits,"A nut driver is a tool for tightening nuts and bolts, which is similar in appearance and use to a screwdriver. A nut driver bit is detachable 'socket' of various sizes which attaches to the shaft and cylindrical handle of the nut driver.",Steckschlüsselaufsätze,,clés de bricolage,,27111700
1600,39121308,2559,,outlet boxes,Terminal box for electric wiring or fittings at which the wires terminate for connection to electric fixtures or appliances.,Steckdosen,,boitiers de prise de courant,,39121300
1601,39121400,2554,,electrical connection,An electrical connection is where objects join to make a circuit e.g. plug from a device which connects to the mains electricity plug socket.,Elektrische Verbindungen,,connecteurs et prises électriques,,39120000
1602,39121433,1601,,radio frequency (RF) connectors,A coaxial RF connector is an electrical connector designed to work at radio frequencies in the multi-megahertz range. RF connectors are typically used with coaxial cables and are designed to maintain the shielding that the coaxial design offers.,Radiofrequenzverbinder (RF),,connecteurs d'ondes radio,,39121400
1603,40161512,816,,electronic filters,"Analog circuits which perform signal processing functions, specifically to remove unwanted frequency components from the signal, to enhance wanted ones, or both.",Elektronische Filter,,filtres électroniques,,30211500
1604,46171508,2868,,number locks,"Number locks ('num locks') are keys on a computer keyboard. When they are switched on, some keys can be used to produce numbers. When switched off, these same keys have different functions e.g. they work as arrow keys for the cursor.",Num-Lock-Tasten,,cadenas et antivols à combinaison,,46178000
1605,46182101,1228,,antistatic wrist straps,"Antistatic device worn on the wrist  used to safely ground a person working on very sensitive electronic equipment, to prevent the buildup of static electricity on their body, which can result in electrostatic discharge (ESD).",antistatische Handgelenkbänder,,bracelets antistatiques,,46180000
1606,47131832,1371,http://images.icecat.biz/img/low_pic/1606-8396.jpg,anti dust products,Sprays and other chemicals used to prevent the build up of dust on surfaces.,Anti-Staub-Produkte,,produits anti-poussière,,47131800
1607,39121416,1601,,electronic connector caps,Caps used to protect electronic conenctors to prevent them from getting damaged.,Deckel für elektronische Verbindungen,,bouchons de connecteurs électroniques,,39121400
1608,44103005,372,,fuser lamps/assemblies,Components used in laser printers and photocopiers to,Fixierlampen/-bauteile,,ampoules,,44103004
1611,45121604,587,,tripods accessories,"Accessories for tripods, which are three-legged camera stands, such as spare legs and stand components.",Stativzubehör,,accessoires de trépied,,45121602
1612,55111514,1293,http://images.icecat.biz/img/low_pic/1612-1858.jpg,BD/DVD movies,Movies or films which are stored on Blu-Ray (BD) or DVD.,Blu-Ray-/DVD-Filme,,films DVD et Blu-Ray,,55100000
1613,43222815,242,,telecommunication terminal units,Instrument that converts user information into signals or reconverts received signals.,Telekomunikationsterminalanlagen,,unités de terminaux de télécommunication,,43221700
1614,43173618,830,,cable splitters or combiners,"Devices which split a single cable into more than one cable, or combines several cables into one cable.",Kabelspalter oder -kombinatoren,,séparateurs ou commutateur de câbles,,26121600
1615,43173308,166,,computer data switches,A switch box that routes an input signal to an output line e.g. to connect several computers to a single printer.,Computerdatenumschalter,,commutateurs de données d'ordinateurs,,43201500
1616,43172716,242,,cable network testers,Electronic device used to check the electrical connections in a network cable.,Kabelnetzwerktester,,testeurs de câbles réseaux,,43221700
1617,43171819,236,,console extenders,A console is a device used to monitor and control a network. A console extender is a devices which allow remote access to this console.,Konsolenerweiterungsglieder,,rallonges de console,,43172600
1618,34131203,242,,universal telecommunications connectors,"Device with multiple or multi-purpose connections,used for telecommunications equipment.",Universelle Telekomunikationsverbinder,,connecteurs universels de télécommunication,,43221700
1619,43172719,242,,optical cross connects equipment,"Network device used by telecom carriers to switch high-speed optical signals e.g.OC-3, OC-12, OC-48.",Lichtleiterverteiler,,équipements de croisement de connection optique,,43221700
1620,73152102,839,,manufacturing equipment repair services,Services which fix and repair manufacturing equipment.,Reperaturdienstleistungen für Produktionsanlagen,,services de réparation d'équipements industriels,,81110000
1621,41111799,571,http://images.icecat.biz/img/low_pic/1621-5970.jpg,spotting scopes,"Small portable telescope with added optics to present an erect image, optimized for the observation of terrestrial objects. They are used for birdwatching and other naturalist activities, for hunting, verifying a marksman's shots, surveillance, and for any other application that requires more magnification than a pair of binoculars, typically on the order of 20× to 60×.",Spektive,,longues-vues,,45121500
1623,25174098,236,http://images.icecat.biz/img/low_pic/1623-3.jpg,computer liquid cooling,Liquid cooling is a highly effective method of removing excess heat from computers which is generated by the electronic components.,Computer-Kühlmittel,,eaux et gaz réfrigérants,,43172600
1624,43232202,2,,document management software,"Computer programs used to track and store electronic documents. It is usually also capable of keeping track of the different versions modified by different users (history tracking). The term has some overlap with the concepts of content management systems. It is often viewed as a component of enterprise content management (ECM) systems and related to digital asset management, document imaging, workflow systems and records management systems.",Dokumentenmanagementsoftware,,logiciels de gestions de documents,,43160000
1625,43222633,242,,remote management adapters,An adapter is a physical device that allows one hardware or electronic interface to be adapted (accommodated without loss of function) to another hardware or electronic interface. A remote management adapter allows you to manage systems remotely.,Fernmanagementadapter,,adaptateurs de gestion à distance,,43221700
1626,43222604,242,,content delivery networking equipment,"Content delivery networks use multiple servers in many geographic locations that improve deliveries of static and streaming content. Global content requests automatically get routed to the closest servers, speeding up page loads, maximizing bandwidth and providing identical content regardless of Internet- or site-traffic spikes. Depending on traffic and number of nodes, the network's algorithms select the best routing options to deliver optimum performance and avoid bottlenecks. Equipment to create content delivery networks include servers and storage systems.",Content Delivery Network Ausrüstung,,équipements de réseau de distribution de contenu,,43221700
1627,41114410,1744,http://images.icecat.biz/img/low_pic/1627-30.jpg,weather stations,Devices used in home and office to measure temperature and other weather conditions.,Wetterstationen,,stations météo,,40101800
1629,43173280,274,http://images.icecat.biz/img/low_pic/1629-2558.jpg,bar code reader accessories,Accessories for portable bar code readers.,Barcodeleser-Zubehör,,accessoires pour lecteur de code barres,,43173201
1630,49221599,3071,http://images.icecat.biz/img/low_pic/1630-9950.jpg,sport watches,Watches designed for sports purposes. Usually include a stopwatch and other measuring devices. Often tough and waterproof or water resistant.,Sportuhren,,montres pour sportifs/ives,,43191700
1631,23231290,1884,http://images.icecat.biz/img/low_pic/1631-640.jpg,circular saws,Machine using a toothed metal cutting disc or blade. Mostly used to cut wood.,Kreisssägen,,scies circulaires,,27112700
1632,52141592,1315,http://images.icecat.biz/img/low_pic/1632-8007.jpg,fruit dryers,Device which removes the moisture from fruit to make dryed fruit.,Fruchttrockner,,déshydrateurs de fruits,,52141500
1633,52141593,1315,http://images.icecat.biz/img/low_pic/1633-7583.jpg,crepe makers,Household appliances used to make crepes (pancakes).,Crêpes-Maschinen,,appareils à crêpes,,52141500
1634,52141549,1315,http://images.icecat.biz/img/low_pic/1634-5765.jpg,raclettes,Household appliance used for grilling cheese and other food.,Raclettegrills,,raclettes,,52141500
1635,39121008,2555,,signal converters,Devices that change the electrical or light characteristics of a signal.,Signalumsetzer,,convertisseurs de signal,,39121000
1636,39121421,1601,,electrical connector assemblies,"Set of electrical connectors, which are electro-mechanical devices for joining electrical circuits as an interface.",Elektrische Anschlussbauteile,,connecteurs électriques,,39121400
1637,43172108,1058,http://images.icecat.biz/img/low_pic/1637-5219.jpg,headsets,Headsets are headphone or headphones combined with a microphone. Headsets provide the equivalent functionality of a telephone handset but with hands-free operation. They have many uses including in call centers and other telephone-intensive jobs and for anybody wishing to have both hands free during a telephone conversation.,Headsets,,casques audio,,52160000
1638,43173605,830,http://images.icecat.biz/img/low_pic/1638-6337.jpg,parallel cables,Cables used to transfer information between two devices using a parallel communication protocol. These cables usually have IEEE 1284 connectors.,Parallele Kabel,,câbles parallèles,,26121600
1639,43173606,830,http://images.icecat.biz/img/low_pic/1639-8768.jpg,serial cables,Cables used to transfer information between two devices using a serial communication protocol.,Serien-Kabel,,câbles Série,,26121600
1640,52161540,1058,http://www.mediacollege.com/video/production/vision-mixer/images/200px.jpg,video mixers,"Also known as a vision mixer, video switcher or production switcher, this is a device used to select between several different video sources and in some cases mixing video sources together to create special effects.",Video-Umschaltpult,,mélangeurs vidéo,,52160000
1641,27111702,1357,,nut drivers,Tool for tightening nuts and bolts. It essentially consists of a socket attached to a shaft and cylindrical handle and is similar in appearance and use to a screwdriver.,Ratscheschlüsseln,,tournes-écrous,,27111700
1642,34101116,117,http://images.icecat.biz/img/low_pic/1642-1184.jpg,telephone splitters,Devices which split a single telephone line into more than one line.,Telefonsplitters,,répartiteurs téléphoniques,,43171510
1643,43222634,242,,network management devices,Devices which allow the management of a computer network.,Netzwerk-Management-Geräte,,dispositifs de gestion de réseau,,43221700
1645,43201498,220,http://images.icecat.biz/img/low_pic/1645-5966.jpg,stereoscopic 3D glasses,Pairs of glasses which allow 2D images to be perceived as 3D. They present two offset images separately to the left and right eye of the viewer. These two-dimensional images are then combined in the brain to give the perception of 3D depth.,Steroskopische 3-D Brillen,,lunettes 3D,,43172400
1646,43232105,2,,charting software,Computer program used to make charts and graphs of numerical data.,Grafiksoftware,,logiciels de cartographie,,43160000
1647,52141597,1315,http://images.icecat.biz/img/low_pic/1647-2096.jpg,steam cookers,"Also known as a steamer, this is a kitchen appliance which cooks food using steam (water vapor).",Dampfgarer,,cuiseurs vapeur,,52141500
1648,52141517,1315,http://images.icecat.biz/img/low_pic/1648-7918.jpg,popcorn poppers,"Also known as a popcorn maker, this is a machine used for popping popcorn.",Popcornmaschinen,,machines à popcorn,,52141500
1649,52141547,1315,http://images.icecat.biz/img/low_pic/1649-3588.jpg,pepper/salt grinders,"Small plastic, wooden or metal containers for pepper or salt, with small blades used for grinding the peppercorns or salt flakes so they can be added to food.",Pfeffer-/Salzmühlen,,moulins à sel/poivre,,52141500
1650,24131901,1315,http://images.icecat.biz/img/low_pic/1650-7522.jpg,ice cube makers,Machine used to make ice cubes.,Eiswürfelmaschinen,,machines à glaçons,,52141500
1651,52141596,1315,http://images.icecat.biz/img/low_pic/1651-6934.jpg,candy floss makers,Machine used for making candy floss (cotton candy).,Zuckerwattemaschinen,,machines à barbe à papa,,52141500
1652,52141706,2709,http://images.icecat.biz/img/low_pic/1652-8147.jpg,nail dryers,Device used to dry nails following the application of nail varnish or lacquer.,Nageltrockner,,sèches ongles,,53992000
1653,43191511,107,http://images.icecat.biz/img/low_pic/1653-4907.jpg,IP phones,"An Internet Protocol (IP) phone, also known as a VoIP phone (Voice over IP) uses technologies for placing and transmitting telephone calls over an IP network, such as the Internet, instead of the traditional public switched telephone network (PSTN).",IP-Telefone,,téléphones fixes,,43222800
1654,45111902,242,,video conferencing systems,"Video telephone and other devices used for setting up and delivering video conferencing, which is where two or more separate locations communicate by simultaneous two-way video and audio transmissions.",Videokonferenzsysteme,,systèmes de vidéo conférence,,43221700
1655,60144011,1986,http://images.icecat.biz/img/low_pic/329612.jpg,bottle sterilizers,Objects into which baby feeding bottles are placed and then sterilized using steam.,Flaschensterilisatoren,,stérilisateurs de bouteille,,60144000
1656,52141595,1743,http://images.icecat.biz/img/low_pic/1656-1105.jpg,warming drawers,Kitchen drawers which have compartments for keeping food warm until it is served.,Wärmeschubladen,,tiroirs et armoires chauffants,,52141600
1657,43232205,2,,fonts software,"Computer program which is used for browsing, installing and uninstalling fonts.",Schriftart-(Font-)Software,,logiciels de polices de caractères,,43160000
1658,40101819,1744,http://images.icecat.biz/img/low_pic/330259.jpg,space heaters,"Device for heating an enclosed area, which is usually a small space. Space heaters are usually portable or wall-mounted, and are powered by electricity, natural gas or propane.",Heizlüfter,,appareils de chauffage,,40101800
1659,56101524,1746,http://images.icecat.biz/img/low_pic/330366.jpg,ironing boards,"Long, narrow board covered with soft material and folding legs, on which clothes, sheets, etc. are ironed.",Bügelbretter,,tables de repassage,,23121600
1660,60104813,1441,http://images.icecat.biz/img/low_pic/330819.jpg,colour charts,"Display of many colours, either physically on a piece of paper or on a digital format. Used for colour comparisons and measurements such as checking the colour reproduction of an imaging system, and calibration and/or profiling of digital input devices such as digital cameras, and scanners and output display systems like printers, monitors and projectors.",Farbenskala u.-muster,,nuanciers et échantillons de couleurs,,41115318
1661,39101690,1163,http://images.icecat.biz/img/low_pic/1661-7798.jpg,LED bulbs,"Light-emitting diode (LED) product that is assembled into a lamp (or light bulb) for use in lighting fixtures. LED lamps have a lifespan and electrical efficiency that is several times better than incandescent lamps, and significantly better than most fluorescent lamps, with some chips able to emit more than 100 lumens per watt.",LED-Lampen,,ampoules LED,,39101600
1662,43223106,242,http://images.icecat.biz/img/low_pic/331300.jpg,cellular wireless network equipment,Equipment used to create a cellular wireless (mobile phone and internet) network such as antennas.,drahtloses Netzwerk-Equipment,,équipements réseaux sans fil 3G UMTS,,43221700
1663,24141510,830,http://images.icecat.biz/img/norm/low/4730180-2471.jpg,cable protectors,,Kabelschutz,,protecteurs de câbles,,26121600
1664,52141598,1315,http://images.icecat.biz/img/low_pic/347173.jpg,hotdog makers,Cooking appliance used in the home to grill/fry hot dogs (sausages).,Hotdogmaschinen,,appareils à hotdog,,52141500
1665,56101525,1659,http://images.icecat.biz/img/low_pic/347175.jpg,ironing board covers,"Heat-resistant piece of material, normally with an elasticated edge, used to cover an ironing board.",Bügelbrettbezüge,,housses de table de repassage,,56101524
1666,14111608,2836,http://images.icecat.biz/img/low_pic/1666-7287.jpg,gift certificates,"Also known as a gift token, this is a piece of paper which can be given to a shop, cinemas etc. in place of money. Often given as gifts for birthdays and special occasions.",Gutscheine,,certificats cadeaux,,60000000
1667,52141594,1315,http://images.icecat.biz/img/low_pic/1667-8314.jpg,chocolate fountains,Device for serving chocolate fondue (melted chocolate).,Schokoladenbrunnen,,fontaines à chocolat,,52141500
1668,46171618,2868,http://images.icecat.biz/img/low_pic/348282.jpg,door bells,"A doorbell is an electronic signaling device typically placed near an entry door to a building. When a visitor presses a button the bell rings inside the building, alerting the occupant to the presence of the visitor.",Türklingeln,,sonnettes de portes,,46178000
1669,52161597,1058,,FM transmitters,"A personal FM transmitter is a low-power FM radio transmitter which purpose is to allow music or other audio content from a portable media player, CD player or other portable audio system to be played through a nearby FM radio.",FM-Transmitter,,transmetteurs FM,,52160000
1671,52141589,1684,http://images.icecat.biz/img/low_pic/351132.jpg,cooking device control modules,Components such as timers and thermostats which control cooking devices.,Herdkontrollmodule,,modules de contrôle de la cuisinière,,52141588
1672,52151808,1315,http://images.icecat.biz/img/low_pic/351231.jpg,pressure cookers,Airtight pot in which food can be cooked quickly under steam pressure.,Dampfkochtöpfe,,autocuiseurs,,52141500
1673,41112209,1744,http://images.icecat.biz/img/low_pic/351354.jpg,thermostats,"Device that automatically regulates temperature, or that activates a device when the temperature reaches a certain point.",Thermostate,,thermostats,,40101800
1674,80141703,839,,retail distribution services,Services which manage the purchasing and delivery of products from suppliers (wholesalers) to physical and online retails.,Dinstleistungen zu den Einzelhandelsdistributionen,,services de distribution de détail,,81110000
1675,43212112,225,http://images.icecat.biz/img/low_pic/352445.jpg,POS/mobile printers,POS (Point of Sale) or mobile printers are used to print receipts and other documents in retail.,(POS)-Bondrucker,,imprimantes à reçu de point de vente,,43172500
1676,10191590,1371,http://images.icecat.biz/img/low_pic/360771.jpg,insects killers & repellers,Sprays and powders used to repel and kill insects.,Mücken-/Insektenkiller,,appareils anti-moustiques/insectes,,47131800
1677,30181504,1747,http://images.icecat.biz/img/low_pic/1677-1610.jpg,kitchen sinks,"Fixed basin with a water supply (taps/faucets)and a drain, found in kitchens.",Spülbecken,,éviers,,30181500
1678,46171651,2868,http://images.icecat.biz/img/low_pic/365713.jpg,door intercom systems,Electrical device allowing two-way communication between someone inside a building and someone at the front door.,Türsprechanlagen,,interphones,,46178000
1679,30181813,1747,http://images.icecat.biz/img/low_pic/365770.jpg,faucets,"Also known as a tap, this is device by which a flow of liquid or gas from a pipe or container can be controlled. Water faucets are found in kitchens and bathrooms. There can be separate cold and hot faucets or one that produces both cold and hot water.",Wasserhähne,,robinets,,30181500
1680,52141790,1334,,toothbrush heads,,Elektrische Zahbürstenköpfe,,têtes de brosses,,52141701
1681,40102103,1744,http://images.icecat.biz/img/low_pic/376909.jpg,fireplaces,"Place for a domestic fire, especially a grate or hearth at the base of a chimney.",Kamine,,cheminées,,40101800
1682,45121624,585,http://images.icecat.biz/img/low_pic/1682-5894.jpg,camera filters,"Filters used on cameras to modify the images recorded e.g. to change the colours or to make black-white images. The filter can be a square or oblong shape mounted in a holder accessory, or, more commonly, a glass or plastic disk with a metal or plastic ring frame, which can be screwed in front of or clipped onto the lens.",Kamerafilter,,filtres pour appareils photo,,45121600
1683,52161527,1058,http://images.icecat.biz/img/low_pic/1683-7059.jpg,subwoofers,Speaker which produces bass sounds (low-pitched audio frequencies).,Tieftöner,,subwoofers/caissons de basses,,52160000
1684,52141588,2830,http://images.icecat.biz/img/low_pic/1684-1486.jpg,kitchen & houseware accessories,Accessories for the kitchen and house such as containers and cloths.,Küchen- & Haushaltswaren-Zubehör,,accessoires ménager et de cuisine,,52000000
1685,46171621,2868,http://images.icecat.biz/img/low_pic/1685-1940.jpg,Digital Video Recorders (DVR),"Sometimes referred to by the merchandising term personal video recorder (PVR),this is a consumer electronics device or application software that records video in a digital format to a disk drive, USB flash drive, SD memory card, SSD or other local or networked mass storage device. The term includes set-top boxes (STB) with direct to disk recording facility, portable media players (PMP) with recording, recorders (PMR) as camcorders that record onto Secure Digital memory cards and software for personal computers which enables video capture and playback to and from a hard disk drive.",Digitale Videorekorder (DVR),,Enregistreurs vidéo numérique,,46178000
1686,39121621,2556,http://images.icecat.biz/img/low_pic/1686-3487.jpg,lightning protection,"Structure including metallic rod placed on top of buildings. If lightning strikes it will preferentially strike the rod and be conducted to ground through the wire, instead of passing through the structure, where it could start a fire or cause electrocution.",Blitzableiter,,parafoudres,,39121600
1687,43191515,242,http://images.icecat.biz/img/low_pic/1687-6738.jpg,speakerphones,Devices that allow you to speak on the phone hands-free by using a speaker and  a microphone.,Freisprecheinrichtungen,,haut-parleurs,,43221700
1688,41115308,585,http://images.icecat.biz/img/low_pic/1688-7875.jpg,light meters,Device used to measure the amount of light. Commonly used by photographers.,Lichtmesser,,photomètres,,45121600
1689,43171820,151,http://images.icecat.biz/img/low_pic/1689-6233.jpg,notebook cooling pads,Accessory for notebook computers that helps reduce their operating temperature.They are intended to protect both the notebook from overheating and the user from suffering heat-related discomfort.,Notebook-Kühlpads,,systèmes de refroidissement pour ordinateurs portables,,43171801
1690,45121625,585,http://images.icecat.biz/img/low_pic/1690-605.jpg,softboxes,"A type of soft lighting device used in photography. A ""soft box"" is an enclosure around a bulb comprising reflective side and back walls and a diffusing material at the front of the light. The sides and back of the box are lined with a bright surface - an aluminized fabric surface or an aluminum foil -  to act as an efficient reflector.",Softboxen,,boîtes à lumière,,45121600
1691,52141712,1280,http://images.icecat.biz/img/low_pic/1691-3676.jpg,hair straighteners,Electric device used to straighten hair. Also known as a hair iron or a hair tong.,Haarglätter,,fers à lisser,,53130000
1692,60144005,1986,http://images.icecat.biz/img/low_pic/1692-3259.jpg,baby pacifiers,"Also known as dummies, these are plastic devices placed in babies' mouths to stop them crying and keep them happy.",Baby-Schnuller,,sucettes pour bébés,,60144000
1693,60144003,1986,http://images.icecat.biz/img/low_pic/1693-1944.jpg,teethers,A toy for babies who are teething (growing teeth).,Beissringe,,anneaux de dentition,,60144000
1694,48101716,1315,http://images.icecat.biz/img/low_pic/1694-4468.jpg,water dispensers,"Also known as a water cooler, this is piece of office equipment used for dispensing cold or cool water. The water can come from the mains or from a bottle which is attached to the dispenser.",Wasserspender,,distributeurs d'eaux,,52141500
1695,60144008,1986,http://images.icecat.biz/img/low_pic/1695-6343.jpg,breast pumps,Mechanical device that extracts milk from the breasts of a lactating woman. Breast pumps may be manual devices powered by hand or foot movements or electrical devices powered by electricity or batteries.,Milchpumpen,,tires-lait,,60144000
1696,40101903,1744,http://images.icecat.biz/img/low_pic/1696-791.jpg,humidifiers,Appliance that increases humidity (moisture) in a single room or in an entire building. Commonly used in artificially heated spaces.,Luftbefeuchter,,humidificateurs,,40101800
1697,53131512,1280,http://images.icecat.biz/img/low_pic/1697-5915.jpg,baby gift sets,Contains presents/gifts for babies such as soft toys.,Baby-Geschenksets,,sets de cadeaux bébés,,53130000
1698,53131511,1986,http://images.icecat.biz/img/low_pic/1698-2352.jpg,toddler feeding,"Gving food to toddler, which is a child between 1-3 years old.",Füttern von Kleinkindern,,ustensiles de cuisine pour bébés,,60144000
1699,53131613,1280,http://images.icecat.biz/img/low_pic/1699-9594.jpg,skin care products,Creams and other products applied to skin to keep it clean and healthy.,Hautpflegeprodukte,,produits de soins de la peau,,53130000
1700,53131683,1280,http://images.icecat.biz/img/low_pic/1700-4569.jpg,light depilation,Depilation - removal of body or facial hair from its root - using light.,Licht-Enthaarung,,épilateurs à lumière pulsée,,53130000
1701,39111596,2332,http://images.icecat.biz/img/low_pic/1701-4995.jpg,light therapy,"Also known as phototherapy, light therapy consists of exposure to daylight or to specific wavelengths of light using polychromatic polarised light, lasers, light-emitting diodes, fluorescent lamps, dichroic lamps or very bright, full-spectrum light, usually controlled with various devices. The light is administered for a prescribed amount of time and, in some cases, at a specific time of day. It can be used in the treatment of skin disorders, sleep disorder and some psychiatric disorders.",Lichtherapien,,Luminothérapie,,39110000
1703,43221790,242,http://images.icecat.biz/img/low_pic/1703-9314.jpg,email archiving appliances,Devices which allow e-mails to be stored and archived separately so that they free up space on the hard disk and so that they are stored safely.,E-Mail-Archivierungsgeräte,,appareils d'archivage d'emails,,43221700
1704,43222644,242,http://images.icecat.biz/img/low_pic/1704-1859.jpg,network monitoring & optimization devices,Devices which check how the network is running and ensure that it is running at its most efficient (optimum).,Netzwerk-Überwachungs- & Optimierungs-Geräte,,appareils d'optimisation et de contrôle des réseaux,,43221700
