abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
011,30775359,011_30775359,Canon IXUS 180,Canon IXUS 180,,,,,,,,,,"Effortless creativity Just point and shoot to capture fantastic photos or movies with one touch of the Auto Button, which allows Smart Auto to take control and choose the perfect camera settings for you. Play with your creativity in stills or movies using a range of Creative Filters such as Fish Eye, Miniature and Toy Camera.  Enjoy exceptional quality, detailed images ideal for creating stunning poster sized prints thanks to 20.0 Megapixels and DIGIC 4+ processing. An intelligent optical Image Stabilizer ensures sharp stills and steady movies in any situation, while the 6.8 cm (2.7”) LCD screen allows easy viewing and sharing.",No Description,1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
012,25904598,012_25904598,Canon IXUS 165,Canon IXUS 165,,,,,,,,,,"Stunning images with ease Easily shoot fantastic photos or movies with Smart Auto, which chooses the perfect camera settings for you – whatever the scene. All you have to do is point and shoot. Use the Help Button for quick, easy-to-follow guidance on using your camera and its functions. Effortlessly enjoy great shots of friends thanks to Face Detection technology. It detects multiple faces in a single frame making sure they remain in focus and with optimum brightness. Face Detection also ensures natural skin tones even in unusual lighting conditions. Experiment and have fun with a range of Creative Filters. You can re-create the distortion of a fish-eye lens, make scenes in stills or movies look like miniature scale models and much more.a","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
013,25904584,013_25904584,Canon IXUS 165,Canon IXUS 165,,,,,,,,,,"Stunning images with ease Easily shoot fantastic photos or movies with Smart Auto, which chooses the perfect camera settings for you – whatever the scene. All you have to do is point and shoot. Use the Help Button for quick, easy-to-follow guidance on using your camera and its functions. Effortlessly enjoy great shots of friends thanks to Face Detection technology. It detects multiple faces in a single frame making sure they remain in focus and with optimum brightness. Face Detection also ensures natural skin tones even in unusual lighting conditions. Experiment and have fun with a range of Creative Filters. You can re-create the distortion of a fish-eye lens, make scenes in stills or movies look like miniature scale models and much more.a","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
014,25919241,014_25919241,Canon IXUS 177,Canon IXUS 177,,,,,,,,,,"Stunning images with ease  Easily shoot fantastic photos or movies with Smart Auto, which chooses the perfect camera settings for you – whatever the scene. All you have to do is point and shoot. Use the Help Button for quick, easy-to-follow guidance on using your camera and its functions. Effortlessly enjoy great shots of friends thanks to Face Detection technology. It detects multiple faces in a single frame making sure they remain in focus and with optimum brightness. Face Detection also ensures natural skin tones even in unusual lighting conditions. Experiment and have fun with a range of Creative Filters. You can re-create the distortion of a fish-eye lens, make scenes in stills or movies look like miniature scale models and much more.a","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
015,25904009,015_25904009,Canon IXUS 177,Canon IXUS 177,,,,,,,,,,"Stunning images with ease  Easily shoot fantastic photos or movies with Smart Auto, which chooses the perfect camera settings for you – whatever the scene. All you have to do is point and shoot. Use the Help Button for quick, easy-to-follow guidance on using your camera and its functions. Effortlessly enjoy great shots of friends thanks to Face Detection technology. It detects multiple faces in a single frame making sure they remain in focus and with optimum brightness. Face Detection also ensures natural skin tones even in unusual lighting conditions. Experiment and have fun with a range of Creative Filters. You can re-create the distortion of a fish-eye lens, make scenes in stills or movies look like miniature scale models and much more.a","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
016,21748907,016_21748907,Sony Cyber-shot DSC-W800,Sony Cyber-shot DSC-W800,,,,,,,,,,"Styled for your pocket Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
017,21748906,017_21748906,Sony Cyber-shot DSC-W800,Sony Cyber-shot DSC-W800,,,,,,,,,,"Styled for your pocket Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
018,21081477,018_21081477,Sony Cyber-shot DSC-W830,Sony Cyber-shot DSC-W830,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
019,21081473,019_21081473,Sony Cyber-shot DSC-W830,Sony Cyber-shot DSC-W830,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
020,21081478,020_21081478,Sony Cyber-shot DSC-W830,Sony Cyber-shot DSC-W830,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
021,21081475,021_21081475,Sony Cyber-shot DSC-W830,Sony Cyber-shot DSC-W830,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
022,21994751,022_21994751,Sony Cyber-shot DSC-WX220,Sony Cyber-shot DSC-WX220,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
023,21758366,023_21758366,Sony Cyber-shot DSC-WX220,Sony Cyber-shot DSC-WX220,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
024,21987578,024_21987578,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
025,21764665,025_21764665,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,,,,,,,,,,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",
